ADDRESS,AMOUNT
0x7B70A8cBdfAA67a49b6EB48A4C2f563A5D41Ee65,41183524334954159422207
0x15D6a2c93959E3F23BFde9CC452c5B6b3Df00890,50063729784524230719650
0x5168b18C1eC6F9CA95AF4AfAE94C8F9662345822,12550818445642478431571
0xa62B772BA22ab5D4E66396EB175E83f800Bf8773,34325259003474059414492
0x3eB7cd53b3165DDF0B0D35E00fA0de915fCc76a5,10687316992098560148766
0x54e4086FB2f05836032924AB2e0fe7994bd67920,441734426527889026553
0x044E30D0c8310840dCF06367e5C6568026e7B4D6,3549731500902947099078
0xd801D685D9614F80e275da9D7D03F407900333c1,47179984154045333286329
0x86951c0068C21BE57563645d3A00D8012Cf4A320,120689300729803959
0xDDC1B6a8e0571669c664ABD83616c670943637eF,10632592025089533144923
0xAebcfe9808F943813f2422C4B7B222d0cF59A6F9,5829986576126602779
0x0130B68a18a612892374e1EEfbB0697a291215F1,103609302911718939293124
0x32255353c0a353a83C63196EB4e5bC9BDcA62e04,162503820723622566310
0xEF588D407317A8823C1BDc35Ec111f7c45469544,10100000000000000000
0xa8227331167e09464924D18c4c78226D653B7291,97576898134613507853447
0x4082168FC7F71E8e928E48929748a0535Dd3fd03,2061555965280967889745
0x9503037d755b44e376903c2F07B850b6533B4e7b,4000000000000000018629
0xFe28a704F65859481C0023Df136e580ca8A3299a,714524476521176864221148
0xD0b314003739728584BE93753098c0F01b236B78,19707651493715570815856
0xC0172B3AF112291fba47c49EC33377906AE9ebFe,584647503756505059323356
0x0E91CF9DD6A1C10e9f87EfF4165F280254069Af1,27257847987873274806933
0xDC9bE63B7bb00b34028D2B804DBAc11FBdC09997,217012622496541597776370
0xD2293D403e2608DBC6E13C1e8FfC31416CAF8fa4,2500000000000000039911
0x0690C81aDf13e743ef8e53C0B98b30464E59d8A5,6047249699565237236743
0xbb249Db7B86ADc9289A80465736952A60Dc1445d,3201241602709290718956
0xDbf8791547B29B2FBA916Da43D6C9FAf30be43d2,52083333333333300000000
0xE33BB0914d823b9A68C5a46675Cbf62564151671,4186385355519163703635
0x7eb7580FA0Aa9A08406e020FfB23E80790590e82,8618386722200000000000
0xEC2a1aC0f883bC77D7bF40DC1dbE959A864E8D32,22816725087500000000000
0x037e2Dfc7CFfba5C68944E2A286C6d46F511f691,669500000000000000000000
0x1815d9e62f2c031863cd571672c6Aae8B1A51D0d,9535512500000030000000
0x000FBe5aE886db8DFec22AA32a0B635A26d21a7e,10211591227943830778980
0x42a7307DbEa8A16Fb27932D5cDd1f17988D97AAC,160163016618226712650902
0x87542Aa95597883d24943c41174ab8139161cB2c,10711433274331397649570
0xBf4723D5E6887E5164567f4aeB472dC8ab36AA3C,603632583447755280583879
0xDDD5a1A555973E93EADFAA32DE52B9f77a0125D5,104931468153495749942713
0x523e0842946De0BF0aBb733C7166ac79518d4D78,808002800235525799234
0x4be3D5456d401eA11601e28aE9A664F8c0D0a911,630029067409046222069
0x661982F1A35629b0CB0f2a2797140556203dDea3,18324249341188848888060
0xF1E313DbF8dbAed9A7B08fda9ED4984c0EbB3b03,100000000000000000000
0xF451F946781cB48314a94c8a78FEF259850d6B97,16035355135715429411147
0x6a973f24469C69F2b53D1A8d7E1E6EbFD42d88bA,8914598900947285109248
0xb6B7e0ccC19e2dF42d06DEF48bD81d3722e70336,32989427703060688322887
0x99dBEdb126188eE4d267fB104c11051FC64e1D3c,20231441389827458804863
0xE2524919deF592da9A5a888adB2261ef903cCAeA,18496736549518392486252
0x97824A19c90EFCD7A4D51fd88C7515d1f7E78A80,15245971314360282027917
0x02F3Db3846345791Cc002568Ef028e6C883f057f,397157162004110384273
0xFDd85376879b9193dA9d56a68b715D6924983003,11564065200663919583275
0x3D5C1722eBaCA281434968F3c1262A3eCBB4D242,16564306288600079591874
0xA3D02E8c3C6Fe7F277f408340d57b848bFb92Ca3,23978865682534684530222
0xafb6E6EAA7e26814B0f202e6ADA1363C7A7aAf25,7608716225003389290737
0x8F83353d6651cee2F17AA63c1153C22e679738Fe,23354812137918198118
0xCc48351EC1A6E8aF0ff29f849DcF7F294B046523,5715341113029753529402
0xd0DcaAB984CDE8ff0Dff5a00a07793187b7FC215,159509644955117538054895
0xBA1c454eC7b81e257b16e7F9DFBaF0Baf8dBb667,72559270604664807585460
0xb4AECe4002887b832a921E1F360a024DfbB1c443,20987468364326969913782
0x0C9f96b9152f4478e63BB8e0Ab0fb37085A5Ac35,13987723113706284408388
0xBBe082a5073eE2B8C5243244660490c215887633,10000000000000000000000
0x514a1b20a23cEC5831094588a7ACe9fFD87d40D8,28500000000000000000
0x92A567a420B9DD97bd8370d470aBA3Da6C14d15d,4782280723419660989149
0x0a350CaE41f22281dfAB9c368b99E24F1052aA0E,103350046265741546328
0xD6bdD723208E9C4a689e4feaac656aF5aaa19229,1037234104172719784333
0xDD8293ec61a42B2454Df76adEd646cEF5eEf8cD8,510129402605792256321
0xfc5C91F54F2fAbC221EaD3D62F5d43E80745cB72,306466542937978358130098
0xa6d31718Fb23EEaEce7cA295e924CA67CDdC6301,222698751346545322161
0x4E3288c9ca110bCC82bf38F09A7b425c095d92Bf,232692720999420696
0xC3F3ae09d37D0818A1C0C7da5baEf1208786edb3,7071862714177173820235
0xA79Cc737f5deCF7272eB16A63732C64c408b7621,2581436585149168988306
0x33Bd2897921572ef007A1fe82e2927B893f359B1,6653999900635700404806
0xcCe1Ac805098f1e4fBbD4089bf8D71f3Bf3b36c1,9027053685689090819209
0x4A6F66b2c7dA432d6c3FC26f90AA1250920F578b,151024300000000000000
0x44576d2dfAFB4D1E544b64B884d6284F6A75bBfE,107374961534587007189224
0xdbD47411a11Fe9016Ca8ab67b8d4B34b4cF8696F,10286809915034472776235
0xce88BD44e20B113BC71D27De1388DCF9e840C8DF,869426691370402319185192
0x7a1F44609F8B4a3819fAb9Bca08F30De0B53eebB,90000000000000000000
0xCDE20f3e532f6Ff474DECf422cC82F71d932fA63,63061433956100573590001
0xAF1BC9a395F09DB1F6Da9F43120B63386b1F78Ba,4347282961697490646292
0x55A49A19069348C94f52E6Be4055441246CaCfDe,100000000000000000000
0x353c1f0bc78fbbc245b3C93ef77b1DCC5b77D2A0,8187160308633888707
0xb475Fb26667951153B25AbBd3d31BCFf9E086F83,2592506103642284216265
0x1893Dc92C283cBd7C7Fa0be1ac5484d00C5b4e63,16783529081417234036
0x3C158648252812Dc71Ae79487e3957a4D576849B,117225400665254760455730
0x362dEBa833d3F08ef334EC5c212bE63bA82aD9A7,190000000000000000000
0xB0b7EA073D04aD449fE22e6F133547fBD015468f,31885955951918104154452
0xd9161E2a7D925F3Ae08cE44b987A79fA259d665c,1011955967815444404035
0x14A90E8d3281f3b4e29CE2bd8F701E36360f6E00,499999999999833183943000
0x6a6d02DfE61B52895B691089396705Ac869cb1Ef,4681212564395018622295
0x91424DC2A1FCaBA6754b04b9C118dC144Eb4121E,976746289299047728107
0x514Bd4DE1f7A7084D604e6e4e94dFf103f45be99,2070409912841814124500
0x94a88dBc49191cd7e573Abf9442dC15b2e48fBd6,3288623567850296026860
0x7e29D124Ec263C0F4c1B79C3A9D3B241c8Ab44d9,101327414612607072611
0xEE93CD831B11f3Cd5789472ea044C5ba2ddDB3B5,3181816857717888340801
0x55B30D95CF23A6C510e50eFCb99564652A89c7DE,2552546985950642380926
0x6576dcd9F751C99adb07411B22dDda0be7FfE420,12097694195499125000000
0x6C97219a96CDd3a850F074392C1a074F621823a5,588713016103996557727
0x2D03225BF5734FD6ff168429B38D0c239b3081bf,6628259160010333908
0x7b0CC8947BA6007b2146B8b3B918FCdb20e5f83C,12025668853227866316339
0x70482fdd50E8FaB75fD86D5eDc40151fdB61342d,10767018814000000000000
0xc3957A926bE093B44A16724035491Dbaf23Cf8Ec,1283322640631559768175
0xfC401d21C196012A433F965D7cEf1Ec7745174b3,11095000000000000003012
0x8F1aa382AB22E6580BAaeE6C806663ECCCD5DE2E,4417812213772208003479
0xf25c60e49Bf3cD8837Dd3aae7A9f891162f3235f,300000000000000000000
0xBB8493E35E99c58713C4C96CFB952944e2d66B6F,19955854761498572286216
0xc79C28991864cc3253ba3DbFe272fEAc3CB888d8,23755207344515375160151
0xE6FF30Cb762506fd2d7C0E97Af5C67f921F8f814,100048934529864211336
0x446C09f1546dA74B501fF60aC7139B1E5C5b9e0e,189799836719467550952
0x2ca1eaE4Fb155aB0F794663037781127D8bC48Af,17080170866426771761423
0xCcDE0F1F489b97Ea58df683b584aF46a3Bcdfa84,4352723596034045396969
0x02aF7FdE5dCfe89100A576E14EAdB7b1D1B9B7c6,1829422155643377130896
0x180182e73474e3654D91e0e914CEF2978e0a8976,1198450000000000000000
0x9400bE9900718ea0c4F3a10caDa7071F74750b6D,19044224667000399877524
0xA3B69ce8F3a568cBaAc6be1230c425Ae809727c1,222902191442306300949
0xed8E7F3c3fDF802992FF7F50E7043B1E6E53eD23,80795332536211813455265
0x1C16A865abA7e495236F2ccE90b76f8106a69D2e,3934108061804945907527
0x733D7d7265E0bDF9F6faA653D22bE5D169DEFc8b,1012131405792415138104
0x8ACA8aBdFB5281fB378E1D444397b61fa73bA1d5,382739366993089432500
0x9232a6d9060643fCB8ffe9DCb1E2A35f0A2ED456,15450000001119343938918
0xC815A1C47841074B3EE1947338c932d0515666c6,31660500500000000000000
0xd17145c128400bCCFb379E6ceD4510D944867836,34394641522397537682029
0x789aaE47a4E2EF49fB04544AD7e04557EdeF34ee,5477780207201461931372
0xE60B276B35df42620808ee7eB19C06655c1600df,1644773312397222992128
0xE29858996c7bcB705b514eeF88b3507f95c98309,225411644273472903
0x5695d9552f57E9b892E1F0F7a3baf8DF78D433b2,45621747144889988516539
0xC9A8659E72eC83598F8660f813348bA5c291D36f,10498041716158993376162
0xeb77bF8f2094589Ec4A78679e94964140664F48E,4803760173078481084729
0x96c195F6643A3D797cb90cb6BA0Ae2776D51b5F3,244560719187102937706
0x293942D5FF5703d2eaEd0EF8700b732F1a51E02a,209374045572303671476552
0xED2F7A612Fa72acB686E12a3ae20EaB0c54321C0,35089646413751619044314
0xf729dFF8Fa995af131590DBE602cB8B16F623eAb,20322805702778069461431
0x4810507335A6E578c36478fb000A1954FF909885,35548016219977490083277
0xF47f42b1fBf477e89CB8F08815Da073D287B973b,3296365000000000000000
0x3A374C67d7B4098E0e24A3b38dB85EB36fec647d,853968860663819742205
0x3f6c1Cd8CD0AFEF4bb3C3c8E66FA05b779296AC4,41666666666666700000000
0x93FF7df72f8eC240a795c6436c6a689876F8Cb16,240946199816095468500762
0x71e2d833541Abd045F4Ec387D27DeFbdf71A1777,555901469072270775077
0x3Dfc018BD10799c238d02376f096129A148593c4,523811553127949155988874
0x086F3DE757137F2FA6542dECFB918140351AaEB3,90400750000000000000
0xa01f28d19e2DaE683dC60C2c1912e37c89CE0c70,426357349573569280442
0xe61df2e2ee7F648De375bDcC337711535fBbb30f,426690953894704828025
0x8EB7c18F8E64ed967b4F2AA528B98aaa552d234e,143202936247664480535768
0xd5aa851dC930f1dD3E4331f1E720520c44B7F4aa,4137786059350944151475
0x2bf042a75D4a2e48dBA0c0E8F0CEf0AcaBFf53b6,58663716092052519908424
0xdc259B798F1e35865115295Eff10Ef0AD894F994,33446007372846814238434
0x68C6947c417fb4FDBdCCc14043460372e8f92686,960487398142071801724
0x213B15bf1D6F2aC469F8337E9e3B15D6e9cd5900,1277206321098665349198757
0xf039210d35415b59758ba20A37d40Ea2307446d5,2423948643487265840728
0x0758e118C50d7a8379C6C57B66419CF16454c1f0,6167980019768856077931
0x303330C8755A59fc27b43b985F57a75bD3EFfFF0,13979977850000000000000
0xB658dAC350677c23fF8fCbc9F8f6527B375cd1DA,10526182780724138080879
0x319f735A13E51a589bfa23577f1808230168ba38,60740779210210891753209
0x1fFa2F98b2B9C8a048651C1acF62358983f26c4c,60965842588451405153147
0x21168cB1d9f715F14A75f4A4455bD2fb1B20d178,277373415273317101217
0xfe9bf1EE4553eA1B0991adDd6f5A7D6f67Fb3694,100000000000000000
0xAF7fA42A71035916e490ceEd51c1A73A6F4A595B,5111925000000000000000
0x8f0EE95b7d3a391785EE1698d943b37808064931,11084543750000000000000
0xE2fAed6d055287a349ac816085681072f6147A24,100000000000000000
0xC8e39373B96a90AFf4b07DA0e431F670f73f8941,100000000000000000
0xc46A64972357401959046A7341f65D832588dd3D,3044720556660915321804
0x1911800E707EfC56557A19eBd1Ad00770F0ef0E6,5277611862719328582778
0x75b46d6477c451350c30091574BAb938cbFAdc0D,100000000000000000
0xD97527053170FEB1bd5db25594F9A49CF5d34181,175879934258126567728942
0xbBE4a469e049A8A93495c4a7327Ba4BE82655165,15171601320202678944289
0x53c22558f9ce3E32409B26234A11DC4537242A98,2782148205014413397778
0x324151fd0BE17516708Ad9e9156dbd0409D6861C,37489566751508893989031
0x83ffd22A42b6Fc013f86Ca55eB2E5E1Db4E235d3,4481466571306297186660
0x26A427500e5cb29DAA3eA1ef781021a00eAfa626,37500000000000000000
0x974b2EC8A8c7b4fB6CA398C8cCE196a88443Ca80,120468020353543438352341
0x8cDDaB7DDF167c20e11d69A25dA7b79982aAFD5c,5135545098273722198336
0x0040DEf8786BE2f596E9b74d50Ae3eC4A3bFa446,284012109023216096
0x45EAF8733038cbe3e3205c32B9f2699736Ef3d4F,179656347769666630742
0xD34020163B1967A4E4E2061ed007BbF0dFE1E4FA,10015570720966526538782
0xd2d686771f2726F827B1d17930Fd17Dd8dF4b7E2,138184149534129869057303
0x836FD206Eb18503e2AA04b6E0Ea4770077f06A1F,35632445138927703783812
0xEECFc8867Fd9413ba49F457CC9860dF2a21C085F,260636063746987410138
0x06bEB3CEF9E23F28e6BA9Ff079b22f175ed7C4d6,53139262379757031050
0x25A9b3E9f0f628478b36BA38dc80b4F0F8d512Ea,958720553652025060365
0x152891363613DEA42638Dc966d3E5a30133C516E,36410222446399268136087
0x1346e5B390AD61C4Bb7B1d58b53157f95B3Ee893,3500000000000000000000
0x3dD6a4f91b88f592cbb5551F1CE58052b7730d95,157846457166819716682
0x73BF6deC843B7D4d6Ae0Cff89246f833CEEA286d,5567286185691558027459
0xDb1BB7625AE7e75287640315289D816fBecb8Fd3,85260766797149588811812
0x1BB5B601d0E2D64C118F61431Dcdf1d418Fa2702,10432057424747854554559
0x9FE42889fe6AdEE10b96c991FEfaB74C8599b45b,88676275220196596121
0x2DCD241135d2d5b2E9bA2926e436c054FDF8BF0B,4329535430558543954293
0xA7Cb513Bf4b765671CfB3E1504bEe6256085d354,6207705687402995321019
0x6c1c420C04F4D563d6588a97693aF902b87Be5f1,92410246545903613078
0x9B17D4543f01838128F184DE068a22EF2E5b7C51,19022084604756909746
0xD858218C1479388942acdC78c80d1387385E91BC,6002469642628414861540
0x6603B84861a82faC6Cb261B98e441823Ea4c76cA,5931715573121168804334
0x7e2E24311E47c5D3352B513538b94394546b62Bd,559805427095054568157
0x4983236e3a99aeaCCadaC869F6D6FDa4BBE5861A,4288199171991159587314
0x4D6d9ad7CEBF27A3238f641e4C7A7c288940f1dd,14189444919551446215708
0x1A4214d998D07f4B6dD16c0E17fcB3BdB610Dbd0,1000000000000000008169
0x8F845a2Cdb185DA44511D977e06F15F243220cb8,100000000000000000
0x18dAD2122c2DF3c1Af81D3fD1316502768e54bC9,8644078726311023941191
0x9fE5829435eB70d4a3C51f8Df130f6AAD3475Efa,1885833922950001632984
0xd694A52626D3823FB13b3FFFeB20ECf1B982Db03,66600000000000000000
0xe37e8A8373F1afD62983c516499CE80F0e396a61,11828834872299673726915
0xa7A4aD2f52556784B654f5C9843d159E0D1FBA63,945360405757720133134
0xf26653aDEed9F186633247BC4cde07Db1DE35976,420575692155073837924407
0x4f82e73EDb06d29Ff62C91EC8f5Ff06571bdeb29,81129139202949897254
0xE1E34ffCAD5958Ae6DcBdFf47D46a2877A7ED768,63919229394284668664649
0xB80D90fcf2Ed0e4FeBE02d2a209109Bf1F62DF95,1020844488853950006
0xeC47475F27A53B249f923c07685f2D594e6B8609,26137772314635364984529
0x44325333Bb63bAc3EdE7961F61D35bCA019FFd5C,1040778338718923827808
0x44617237bAD412d22fFd491407a1585743405368,328794390387575499681
0x22e3353419084218963a47581a71d1824C5857D5,10716646400000000000000
0xD915B402944B03ccec8eB8D03071fE6470e06681,260708791527140424904160
0x4f33c52580a086Fa8CdC96621B0e28a4AD4701d0,11147226380345593720878
0x3a8cA76437ba5B65353e64a7d2aFC0547E1388c3,11393272419526832534499
0xab7d008A230De657c4878dFFDD96eE1b4F09eF87,269029744082544070567
0xe65A154868B8747Ce8Fb054f36C967b99E55aD45,385562958051422788179
0x2198eB99E899FdB26C92635E306a22BbCa44503E,19903763117901802284936
0xe0b442811E024dB7488DfdF73b7b769e228d7471,100150000000000000
0xd1F516fCFd3E50F8571af05731Bd686F888888Cb,24235638126425066531
0x4DE7fbAF629C5A2dA69DDE8571E5063a331f3113,1328148514591517560954
0x4da91800c5F3488C2281D7AD3A986Ab8887b9De8,233546190476000000000
0xDd1A399Cb4933FcE138DBcC7754A9dCe70F3E7fA,322238603776637392218
0x02B8701F92c415A693B42354146fa09407A84F61,1465010044242158469122
0x6183bFa4f8f66bAba6f7E9B54eCa761a2bDB3907,50000000317185753654163
0x059ae49B2C2F7EaBbBA46566b3Ecd0c8F1a5bEf2,17330875707292755231902
0x7cB18CC3eb9Ddb1051cA3c686E6092d63b3A4E28,2641710461760674096072
0x8AEf1dddD340689854911060C8937DD1dE24518a,10000000000000000000000
0xBff561A075784b98178c3C853A38A9b5eB71FEF5,6364245874670000000
0x8c392E708337BFF54dA88f38517E31933AAe16c2,397234178520814971679507
0x4c5a616b1e688802136358A7AE3ea624A717514b,1397177889061125430213
0xe4CA74A41694707E19584480f8429A5073B930E2,4493388567846786166155
0xaE02643AE4ca8eD1ed4263d29F807eABd0B6A041,221414755106858414899
0x44Dc0f64Fe00f2a9B6f229F2F5617d030bd56981,221414755106858414899
0xee59e5A0079bE51635c27534DEC6845aCca9D4Eb,14237677513273437581806
0x88A9e4ED8D5cD9b36CC020499B384e49238E231E,1830563259409568297278
0xc971B7DE1e22137553419bD78A3af088304c1815,12873660919872551954859
0x615B39Cf425E96C7a8D2c1d0648aC17aEc83eE8a,6374771378741821170948
0xCe2B5CFf7f73468130378a76E5488c59DFBb971a,1511331605011419583186
0xe6E97C2Be88DE4CfA2ab12c222b3309AF41e2CCA,19103845049866248648584
0x865f0788353c97F3FaB89D06391273758d54Fc28,12000000000000000000000
0x91e1F57938Edd89EC29D66E6A7281bc70825A085,60987465543281549671
0xb7B677B1AB94796DB8A63634ab89921F93d08F4F,5000909381361269973255
0x4fa493B9938B650eb515A3E423F3Fbe22f4753e0,28749098000216562125
0xc6C404bb28566f8e03B84560EfcFD50A99423840,173919715467753535618
0x658C9C128928e42b002705a2aCD84e6bFb243411,130149023894246507261
0x87673F8587De5f1ec8fDBCaBC9C2b742bcd61DC6,56452770528196513064471
0x1A38C370C664B35Ff210Ca9FedfAc76FdDEb84e3,103528567656093615721298
0x170f7Be1bAf9234aF5966d194a0A6Bd6073EEd99,563783023284894785782
0xc073ff669960b8E161487c50cF494508E4fb1323,7942692120135751158472
0x382fFCe2287252F930E1C8DC9328dac5BF282bA1,23117594358913258006
0x3dB5743B936CB7280fdd475562b0942e31843337,94739919456298094609973
0x1CE1d70523bf3660D66EaFf6AA3AA21D86671b77,10439451590203110740087
0x601AFDDc0D0d9549501F57ef22293dB718ad6D4f,1208338218800340501144
0x8471f5716cb64c2208FbF09265A38DAbf15dFe66,7475155611754020575
0x888D4acF689E44f77e2DB6A3E5292793A496359E,726900000000000000000
0x57cB53A9e419aE536D92cb6dA4D743873e3D5db4,6452937447717959007122
0x9888CB450B0D718eFdA5033470181D805Fa143eE,5100849293656910860593
0xb8F03bd8C3f9e19C8d03d7500aF08777983a9591,265374710545815367156
0xc704F817d985Ecb1ba4D5b6b48edF4153a525B50,3000000000000000000000
0xEe9e958D55d6C08D10A3750eb243b5146E59Bc03,17723689745870089632
0xda3bfdc863E923977613B81B130856D5A15D6070,43688281539635454850354
0xb336cd3bb49B063E30a5458DF6F044F3631Ab06E,622721348130690763
0x496a6839D187B3A0187638296fD87dEe4Ff534CF,655593700000000000000000
0x5cd6d8D494c36d11F2cAbB3E8228291702b9838E,121947974711203723960649
0x29929313a361D38a03735A6c3C6A6a1CD461eFE8,639317342213540335330
0x5A003dEcC611EB0fC478a297Be14667349ebaCc7,85185750000000000000000
0x7AfA9D836d2fCCf172b66622625e56404E465dBD,28547200122222463219
0xc278EDEAc1a6b4f2Ed7D1Ee142df0F34201F3b97,2671028993007464676854
0xad3142292832047A2e8434a13e0A67c9Ab10F229,4049052106840721708774
0xED59d5c8760ABf2f2234d38e793e30BB67B1F4CF,4020448444223798149
0xA5fCdD29dFC1cED7f987fEAe7d8401908FA056A5,1000000000000000000000
0xcBf407C33d68a55CB594Ffc8f4fD1416Bba39DA5,20862053280327721950984
0x13302d44F37767d6D340D5630f8f7126D4c52499,653613588567762941027908
0x4b2eE639549C354850Ab7F168c9258810aC4120e,294071436735361720
0x9859C44A22C3DD19a780FC4BD75c92cfc968B435,6228563949521828374727
0xaD01C20d5886137e056775af56915de824c8fCe5,752613229719098759356
0xeE1c90Cd135A9E44Ff921e7769e1DE308f5edA67,7250667343889738967202
0x873a6292c7e0a498E7c8157FE57eFEa185D4BD31,72591177083333330000000
0xd64430085CA6b1563fb10C67c120d14A643dF876,152341656250002934500000
0xF248e5FC60b6c5A703fe9c19A013e68A62e60b5E,140000000000000000000
0x31A9842244A8457a8d90D333387BCf06d2553ce1,171513469486807211674
0x4317E7db2c0E78F9A7B4166b0a2B660868CB09b3,2510069231027882386097
0x3CC8Df9acc9E3d3aFE79b787772952328BAfd9Cf,900000009040694826120
0x00000000500e2fece27a7600435d0C48d64E0C00,381433488750791608
0x8c49C1D07579d778CAe5a567E77E5eE242169917,3357827035721962127574
0x02Ba3b5215414f95Ec5e718bb73582Aa39ec33d3,246132106503767341866
0xD73a7d98176B7E1CDaF74C851b433F43E495183e,117500000000000000000
0x85e385ee32fF015ef6c7703Ca396C18EC1B4100c,572324124433272372397
0x4Ee8a9A677D1be755f1259F47c937FfFb0d75c7E,104817271951126265723
0x2c9d32F68dFADF052E1e1F911889D948F84cc491,636216663124116682214
0xA3CF84a79Df9231A5aeb2b4654Fff3A4157B3033,2291340696311157363799
0xeaAa56a807F5578C025F2afC6666c06677820339,39417431737967785025
0x17C3575C863A8D064728d9c7d869a5A1507d65a6,2297350982151608806050
0xB65a48AcC1280AFCd95aAE1A8E34bBdde1c27D73,42178687352642999266
0x121BeC7402975194741e5cCDAB12325F56360A71,133201489117927945448
0x15F6F6e6f0805430a0FdcD15Fd86E62D78bECdb0,2580511340059692149436
0x1B833bF1A0094A941A208BF8799F93998625d543,113094033512537532
0xDC55120d8E0cfE86f8705F5BA604f94bcAc31A04,3275989916062874859166
0xa6ed26749Cb54591291B4550a82f15FF64ae98D9,2390625000000000000000
0x804Ab7C6836C54c260048667Dc943091a561Da5C,529259380375244621891
0x049e51aeA51420D1D34b0eb5Ef7Ce1904242734C,2033863988417764521917
0x363be529860B1de4cd3F2207720ADa08AA2Fd313,900000000000000000000
0xa005bbdB0B5d5973524391304CFB51d43AF45106,299111933300082560458
0x08e9b80fCa090CB3E50d77964dc8777cD828253D,796875000000000000000
0x506dBFbcd15ca107A70D319922d5461C77D9Ed68,797000000000000000000
0x7dBb04fcc49B1Ddd11F32D995AB7B3a99660F8B1,6870844890804640269672
0x602fbDa816E9C95B03c4aAb11dCc572595ceD21E,796875000000000000000
0x55A40a1E61D41c58af90f9eA9885E56d72183E7C,51120892198071443563697
0xD195a96cb2B617D2465e6d7eE811259cc8B06Bb8,1593700000000000000000
0x0E277701508fE75E6E9C4b1e62CF4aA31cDF1815,93750000000000000000000
0x175b90734D3252a0FfD0759bE41CE32665BA43df,25430000000000000000000
0x2eEf2b8a10a50d31d576bec3B159369f84CB1348,500000000000000000000
0x4034A3c94d1eFE61d4a047F5A223b385b065eb0C,46758413480000000000000
0x98f83DEF728c33E11e02e5AfD761a7af7823c83c,50009747011144071419797
0xb0FEBED47971f087695D66Ea548599F722cD67A5,600000000000000000000
0xa2756e624a83f9Db10E45dD9F657bDB2B41BC412,937500000000000000000
